,tipo_de_accidente,responsabilidad,descripcion_del_hecho,descripcion_del_hecho - Final
1037,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\fbidis\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\ltrpar\f0\fs22 CIRCULA MI AUTO POR JUFR\'c9,CICLISTA QUE CIRCULA S/LUCES POR SERRANO SENTIDO CONTRARIO A TR\'c1NSITO DE AUTOS(BAJA ILUMINACI\'d3N P\'daBLICA)COLISIONA CON MI VEH\'cdCULO EN GUARDABARRO DEL IZQ, CAE DE ESE LADO(CIRCULANDO YO A 15 KMH).LLAM\'c9 SAME POR PREVENCI\'d3N,ACUSABA DOLOR EN PIERNA IZQ.AMBAS PARTES DECIDIMOS NO HACER DENUNCIA.LO LLEVO A BAZTERRICA.ACOMPA\'d1O HASTA GUARDIA. NO  PRESENTABA FRACTURAS NI FISURAS\f1\fs20\par}","CIRCULA MI AUTO POR JUFRe,CICLISTA QUE CIRCULA S/LUCES POR SERRANO SENTIDO CONTRARIO A TRaNSITO DE AUTOS(BAJA ILUMINACIN P\'daBLICA)COLISIONA CON MI VEHCULO EN GUARDABARRO DEL IZQ, CAE DE ESE LADO(CIRCULANDO YO A 15 KMH).LLAMe SAME POR PREVENCIN,ACUSABA DOLOR EN PIERNA IZQ.AMBAS PARTES DECIDIMOS NO HACER DENUNCIA.LO LLEVO A BAZTERRICA.ACOMPAnO HASTA GUARDIA. NO  PRESENTABA FRACTURAS NI FISURAS"
1043,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\fs20 VH ASEG MANIOBRABA DESDE ALVAREZ HACIA SAAVEDRA, CUANDO IMPACTA CON SU PARTE LATERAL DELANTERA IZQ ANTE UN 3RO (BICICLETA) QUE CIRCULABA A CONTRAMANO SOBRE SAAVEDRA. SIN DESPLAZAMIENTOS NI LESIONADOS. (BICICLETA: SIN INTERVENCION POLICIAL NI MEDICA. SE RETIRO POR SUS MEDIOS)\par
\tab\f1\fs22\par
\f0\fs20\par}","VH ASEG MANIOBRABA DESDE ALVAREZ HACIA SAAVEDRA, CUANDO IMPACTA CON SU PARTE LATERAL DELANTERA IZQ ANTE UN 3RO (BICICLETA) QUE CIRCULABA A CONTRAMANO SOBRE SAAVEDRA. SIN DESPLAZAMIENTOS NI LESIONADOS. (BICICLETA: SIN INTERVENCION POLICIAL NI MEDICA. SE RETIRO POR SUS MEDIOS)

"
1046,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\froman\fprq2\fcharset0 Times New Roman;}{\f2\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\fs20 IBA MANEJANDO CON MI CAMIONETA POR VICTOR HUGO Y AL DOBLAR EN SAN BLAS NO VI QUE IBA UNA BICICLETA POR LA BICISENDA DOBLE HACIA SAN BLAS Y LO TOQUE CON EL ESPEJO DE LA CAMIONETA, EL MUCHACHO PERDIO EL CONTROL DE LA BICICLETA Y SE CAYO, FRENE A AYUDARLO,ESTABA UN POCO RENGO,LE DIJE SI QUERIA QUE LO LLEVASE AL HOSPITAL VELEZ SARSFIELD PERO ME DIJO QUE PODIA SEGUIR, TOME SUS DATOS Y EL LOS MIOS.\par
\par
\ul\b AMPLIACION\ulnone\b0\par
Ocurrio el s\'e1bado 1 de Agosto a la ma\'f1ana tipo 10 am..yo me dirig\'eda x V\'edctor Hugo y doble a la izquierda en la calle San Blas sin darme cuenta que a mi izquierda,circulaba por la bicisenda un chico en  bicicleta y sin querer lo toque con el espejo de mi camioneta cuando doble...el muchacho llamado Federico Reyes Dni 34251873 se cay\'f3 de su bicicleta,  frene para ayudarlo y le pregunte si quer\'eda que lo lleve al Hospital Velez Sarsfield que estaba ah\'ed nomas...le dolia la pierna pero me dijo que no...le pase mis datos x las dudas y el los suyos...yo iba solo en mi camioneta.. el seguro y mis datos de la poliza uds deben tenerlos...\f1\fs24\par
\f2\fs22\par
\f0\fs20\par}","IBA MANEJANDO CON MI CAMIONETA POR VICTOR HUGO Y AL DOBLAR EN SAN BLAS NO VI QUE IBA UNA BICICLETA POR LA BICISENDA DOBLE HACIA SAN BLAS Y LO TOQUE CON EL ESPEJO DE LA CAMIONETA, EL MUCHACHO PERDIO EL CONTROL DE LA BICICLETA Y SE CAYO, FRENE A AYUDARLO,ESTABA UN POCO RENGO,LE DIJE SI QUERIA QUE LO LLEVASE AL HOSPITAL VELEZ SARSFIELD PERO ME DIJO QUE PODIA SEGUIR, TOME SUS DATOS Y EL LOS MIOS.

 AMPLIACION
Ocurrio el sabado 1 de Agosto a la manana tipo 10 am..yo me dirigia x Victor Hugo y doble a la izquierda en la calle San Blas sin darme cuenta que a mi izquierda,circulaba por la bicisenda un chico en  bicicleta y sin querer lo toque con el espejo de mi camioneta cuando doble...el muchacho llamado Federico Reyes Dni 34251873 se cayo de su bicicleta,  frene para ayudarlo y le pregunte si queria que lo lleve al Hospital Velez Sarsfield que estaba ahi nomas...le dolia la pierna pero me dijo que no...le pase mis datos x las dudas y el los suyos...yo iba solo en mi camioneta.. el seguro y mis datos de la poliza uds deben tenerlos...\fs24

"
1048,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\fs20 ASEGURADO CIRCULANDO POR CALLE CASTRO AL GIRAR A LA IZQUIERDA COLISIONA CON UN CICLISTA QUE CIRCULABA PRO LA MISMA A SU IZQUIERDA. SIN DESPLAZAMIENTOS. EL CICLISTA CAYO AL PISO, SE LEVANTO FRACTURO LA PIERNA IZQUIERDA. NO INTERVINO AMBULANCIA NI POLICIA\f1\fs22\par
\par
\f0\fs20\par}","ASEGURADO CIRCULANDO POR CALLE CASTRO AL GIRAR A LA IZQUIERDA COLISIONA CON UN CICLISTA QUE CIRCULABA PRO LA MISMA A SU IZQUIERDA. SIN DESPLAZAMIENTOS. EL CICLISTA CAYO AL PISO, SE LEVANTO FRACTURO LA PIERNA IZQUIERDA. NO INTERVINO AMBULANCIA NI POLICIA

"
1052,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\fbidis\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\ltrpar\f0\fs22 ARRANQUE DE SEMAFORO DE AV JOSE MARIA MORENO 1800 HACIA EL NORTE Y AL LLEGAR A LA ALTURA 1750 UNA BICICLETA QUE CIRCULABA EN EL MISMO SENTIDO PEGADA A LOS AUTOS ESTACIONADOS DOBLO PARA LA IZQUIERDA SIN PREVIO AVISO Y AL DARME CUENTA PISO EL FRENO Y TRATO DE GIRAR LEVEMENTE A LA IZQUIERZA PERO VENIAN AUTOS DE LA MANO CONTRARIA Y SENTI UN GOLPE, ESTALLIDO DE PARABRISAS . \f1\fs20\par}","ARRANQUE DE SEMAFORO DE AV JOSE MARIA MORENO 1800 HACIA EL NORTE Y AL LLEGAR A LA ALTURA 1750 UNA BICICLETA QUE CIRCULABA EN EL MISMO SENTIDO PEGADA A LOS AUTOS ESTACIONADOS DOBLO PARA LA IZQUIERDA SIN PREVIO AVISO Y AL DARME CUENTA PISO EL FRENO Y TRATO DE GIRAR LEVEMENTE A LA IZQUIERZA PERO VENIAN AUTOS DE LA MANO CONTRARIA Y SENTI UN GOLPE, ESTALLIDO DE PARABRISAS . "
1054,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\fbidis\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\ltrpar\f0\fs22 ASEGURADO CIRCULANOD POR CALLE S/N COLISIONA CON UN CICLISTA QUE CIRCULABA POR AV. DEL CARRIL. SIN DESPLAZAMIENTOS. LA CICLISTA CAYO AL PISO. INTERVINO AMBULANCIA NO POLICIA\par
\pard\ltrpar\f1\fs20\par}","ASEGURADO CIRCULANOD POR CALLE S/N COLISIONA CON UN CICLISTA QUE CIRCULABA POR AV. DEL CARRIL. SIN DESPLAZAMIENTOS. LA CICLISTA CAYO AL PISO. INTERVINO AMBULANCIA NO POLICIA
d"
1058,AUTO - CICLISTA,CONCURRENTE,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
{\colortbl ;\red0\green0\blue0;}
\viewkind4\uc1\pard\fs20 VENIA CIRCULANDO POR LA CALLE ROCA Y CUANDO ESTOY CRUZANDO LA AVDA MAIPU CON PASO A MI FAVOR, UN CICLISTA SE ME CRUZA, Y LO COLISIONO CON MI PARTE DELANTERA EN LA RUEDA TRASERA. ACTO SEGUIDO, EL CICLISTA CAE AL PISO. ME BAJO DEL AUTO Y ME ACERCO A AYUDARLO. ME INFORMA QUE NO PRESENTA LESIONES. ME OFREZCO LLEVARLO A SU CASA PERO ME DICE QUE NO (*) (*)EL CICLISTA SE RETIRA POR SUS PROPIOS MEDIOS. NO HUBO INTERVENCI\'d3N MEDICA NI POLICIAL.- DATOS DEL TERCERO: \par
\par
\ul AMPLIACION\ulnone\par
\cf1 Hablo con el asegurado, me comenta que el ciclista iba hacia el Norte por Maipu  y no respeto el semaforo en rojo, el circulaba hacia el oeste por calle Roca cuando lo habilita el semaforo avanza e impacta al ciclista que se le cruzo.\par
el mismo le pidio disculpas , lo acompa\'f1\'f2 a la bicicleteria sin intercambiar datos.\par
\par
\pard\fi-360\li720\lang3082 -\tab No hubo intervenci\'f3n policial ni de ambulancia.\par
-\tab El asegurado y tercero ciclista NO habr\'edan intercambiados datos seg\'fan lo que me dice. No tiene datos del mismo.\par
\pard -\tab Formalizo en ACA central con Juan Pablo Ciancia, por lo tanto no quiso reenviarme la documental a m\'ed.\cf0\lang11274\par}",";\red0\green0lue0;
 VENIA CIRCULANDO POR LA CALLE ROCA Y CUANDO ESTOY CRUZANDO LA AVDA MAIPU CON PASO A MI FAVOR, UN CICLISTA SE ME CRUZA, Y LO COLISIONO CON MI PARTE DELANTERA EN LA RUEDA TRASERA. ACTO SEGUIDO, EL CICLISTA CAE AL PISO. ME BAJO DEL AUTO Y ME ACERCO A AYUDARLO. ME INFORMA QUE NO PRESENTA LESIONES. ME OFREZCO LLEVARLO A SU CASA PERO ME DICE QUE NO (*) (*)EL CICLISTA SE RETIRA POR SUS PROPIOS MEDIOS. NO HUBO INTERVENCIN MEDICA NI POLICIAL.- DATOS DEL TERCERO: 

 AMPLIACIONnone
 Hablo con el asegurado, me comenta que el ciclista iba hacia el Norte por Maipu  y no respeto el semaforo en rojo, el circulaba hacia el oeste por calle Roca cuando lo habilita el semaforo avanza e impacta al ciclista que se le cruzo.
el mismo le pidio disculpas , lo acompano a la bicicleteria sin intercambiar datos.

d\fi-360\li720 - No hubo intervencion policial ni de ambulancia.
- El asegurado y tercero ciclista NO habrian intercambiados datos segun lo que me dice. No tiene datos del mismo.
d - Formalizo en ACA central con Juan Pablo Ciancia, por lo tanto no quiso reenviarme la documental a mi."
1061,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\f0\fs22 EL ASEGURADO CIRCULABA SOBRE CALLE BONIFACIO , MANIOBRA PARA GIRAR HACIA CALLE MARTINEZ CASTRO , IMPACTA CON SU PARTE DELANTERA IZQUIERDA A UN TERCERO, BICICLETA ,  QUE CIRCULABA SOBRE LA BICISENDA DE CALLE BONIFACIO . SIN DESPLAZAMIENTOS . EN LA BICICLETA UN SOLO OCUPANTE. CON CASCO . NO CAE AL PISO . NO PORESENTABA LESIONES . NO INTERVINO POLICIA NI AMBULANCIA . SE RETIRA ACOMPA\'d1ADO DE LA TITULAR HACIA UNA BICICLETERIA \f1\fs20\par}","EL ASEGURADO CIRCULABA SOBRE CALLE BONIFACIO , MANIOBRA PARA GIRAR HACIA CALLE MARTINEZ CASTRO , IMPACTA CON SU PARTE DELANTERA IZQUIERDA A UN TERCERO, BICICLETA ,  QUE CIRCULABA SOBRE LA BICISENDA DE CALLE BONIFACIO . SIN DESPLAZAMIENTOS . EN LA BICICLETA UN SOLO OCUPANTE. CON CASCO . NO CAE AL PISO . NO PORESENTABA LESIONES . NO INTERVINO POLICIA NI AMBULANCIA . SE RETIRA ACOMPAnADO DE LA TITULAR HACIA UNA BICICLETERIA "
1069,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\fs20 ASEG CIRCULANDO SOBRE DONATO ALVAREZ DOBLA EN CALLE BYNNON Y COLISIONA SU PARTE DELANTERA CON BICI , OCUPANTE DE LA BICI CAE AL SUELO Y ES TRASLADADO EN AMBULANCIA\f1\fs22 .\f0\fs20\par}","ASEG CIRCULANDO SOBRE DONATO ALVAREZ DOBLA EN CALLE BYNNON Y COLISIONA SU PARTE DELANTERA CON BICI , OCUPANTE DE LA BICI CAE AL SUELO Y ES TRASLADADO EN AMBULANCIA."
1075,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 EL VEHICULO ASEGURADO CIRCULABA SOBRE AV JUAN B. JUSTO, CUANDO AL GIRAR HACIA LA DERECHA PARA TOMAR AV DEL LIBERTADOR FUE COLISIONADO EN SU LATERAL TRASERO DERECHO POR UN TERCERO (BICICLETA, UNA PERSONA CON CASCO) QUE CIRCULABA SOBRE JUAN B. JUSTO. LA PERSONA NO CAYO AL ASFALTO, NO HUBO ASISTENCIA MEDICA NI INTERVENCION POLICIAL. SIN DESPLAZAMIENTOS.-\par
\ul\b\par
\lang3082\f1 AMPLIACION\par
\pard\sa200\sl276\slmult1\ulnone\b0 El conductor asegurado, circulaba solo por Av. Juan B. Justo, cuando comienza el giro a la derecha para tomar Av. del Libertador, se detiene para dar paso a peatones y ciclistas que cruzaban la intersecci\'f3n. Momento en el que siente  un gran golpe y estallido en su rodado. Pens\'f3 que se trataba de un robo, pero era un ciclista que circulaba a su derecha y no logr\'f3 detenerse a tiempo cuando el asegurado dio paso e impacto contra el lateral trasero derecho del rodado asegurado estallando el vidrio.\par
\pard\lang11274\f0\par
\par
\par}","EL VEHICULO ASEGURADO CIRCULABA SOBRE AV JUAN B. JUSTO, CUANDO AL GIRAR HACIA LA DERECHA PARA TOMAR AV DEL LIBERTADOR FUE COLISIONADO EN SU LATERAL TRASERO DERECHO POR UN TERCERO (BICICLETA, UNA PERSONA CON CASCO) QUE CIRCULABA SOBRE JUAN B. JUSTO. LA PERSONA NO CAYO AL ASFALTO, NO HUBO ASISTENCIA MEDICA NI INTERVENCION POLICIAL. SIN DESPLAZAMIENTOS.-

 AMPLIACION
\sl276 El conductor asegurado, circulaba solo por Av. Juan B. Justo, cuando comienza el giro a la derecha para tomar Av. del Libertador, se detiene para dar paso a peatones y ciclistas que cruzaban la interseccion. Momento en el que siente  un gran golpe y estallido en su rodado. Penso que se trataba de un robo, pero era un ciclista que circulaba a su derecha y no logro detenerse a tiempo cuando el asegurado dio paso e impacto contra el lateral trasero derecho del rodado asegurado estallando el vidrio.
d

"
1087,AUTO - CICLISTA,,"{\rtf1\fbidis\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\ltrpar\f0\fs22  CIRCULANDO POR ARRIBE\'d1OS, AL LLEGAR A LA ESQUINA DE FERROCARRIL OESTE, FRENO A 0, MIRO A LA IZQUIERDA SIN VER VENIR A NADIE, COMIENZO A CRUZAR Y SIENDO EL RUIDO DE LA BICICLETA CONTAR MI AUTO\f1\fs20 .\par}"," CIRCULANDO POR ARRIBEnOS, AL LLEGAR A LA ESQUINA DE FERROCARRIL OESTE, FRENO A 0, MIRO A LA IZQUIERDA SIN VER VENIR A NADIE, COMIENZO A CRUZAR Y SIENDO EL RUIDO DE LA BICICLETA CONTAR MI AUTO ."
1093,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\fs20 VH ASEGURADO  DETENIDO POR SEM\'c1FORO SOBRE CALLE OLLEROS CUANDO SU ACOMPA\'d1ANTE ABRE LA PUERTA DELANTERA DERECHA E IMPACTA CON ESTA A UNA BICICLETA QUE CIRCULABA POR LA MISMA, EL \'daNICO OCUPANTE DE LA BICICLETA NO TENIA CASCO, CAYO AL PISO, NO PRESENTABA LESIONES VISIBLES, SE RETIRO POR PROPIOS MEDIOS, HUBO INTERVENCI\'d3N DE POLIC\'cdA DE TRANSITO, NO HUBO INTERVENCI\'d3N MEDICA. \par}","VH ASEGURADO  DETENIDO POR SEMaFORO SOBRE CALLE OLLEROS CUANDO SU ACOMPAnANTE ABRE LA PUERTA DELANTERA DERECHA E IMPACTA CON ESTA A UNA BICICLETA QUE CIRCULABA POR LA MISMA, EL \'daNICO OCUPANTE DE LA BICICLETA NO TENIA CASCO, CAYO AL PISO, NO PRESENTABA LESIONES VISIBLES, SE RETIRO POR PROPIOS MEDIOS, HUBO INTERVENCIN DE POLICA DE TRANSITO, NO HUBO INTERVENCIN MEDICA. "
1108,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\fbidis\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\ltrpar\f0\fs22 CIRCULANDO POR V. VERTIZ AL LLEGAR A CRUCE CON DRAGO ME CEDEN PASO PARA CRUZAR DESDE LA MANO DERECHA, Y APARECEN DOS BICICLETAS DESDE MANO IZQ. Y ME IMPACTAN EN MI LATERAL.  NO INTERVIENE AMBULANCIA O POLICIA.  SE INCORPORAN POR SUS MEDIOS, Y LUEGO PUEDEN RETIRARSE.\par
\tab\par
\pard\ltrpar\f1\fs20\par}","CIRCULANDO POR V. VERTIZ AL LLEGAR A CRUCE CON DRAGO ME CEDEN PASO PARA CRUZAR DESDE LA MANO DERECHA, Y APARECEN DOS BICICLETAS DESDE MANO IZQ. Y ME IMPACTAN EN MI LATERAL.  NO INTERVIENE AMBULANCIA O POLICIA.  SE INCORPORAN POR SUS MEDIOS, Y LUEGO PUEDEN RETIRARSE.

d"
1113,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\fs20 ASEGURADO ESTACIONADO SOBRE CALLE CHACABUCO, ESTABA DESCENDIENDO DE SU VH, Y CUANDO ABRE LA PUERTA DELANTERA IZQUIERDA, UN CICLISTA QUE VENIA CIRCULANDO SOBRE LA MISMA CALLE, IMPACTA CON EL MANURIO DE LA BICICLETA SOBRE LA PUERTA DEL CONDUCTOR, IBA UN SOLO OCUPANTE DEL SEXO FEMENINO, CON CASCO PUESTO, CAE A LA CALLE, FUE ASISTIDA EN SU MOMENTO POR TITULAR , TENIA UN RASPON EN EL CODO Y MANIFESTABA UNA MOLESTIA EN EL HOMBRO, POSTERIOR A ESTO SE LLAMO AL SAME Y POR CONTROL LA DERIVARON AL ARGERICH. TT EL MISMO DIA ESTUVO CONTACTO CON EL NOVIO DE LA TT (DARIO) QUE LE CONFIRMO QUE HABIA SALIDO TODO BIEN Y QUE NO TENIA NINGUNA LESION Y YA LE HABIAN DADO DE ALTA. SIN DESPLAZAMIENTOS\f1\fs22\par
\par
\f0\fs20\par}","ASEGURADO ESTACIONADO SOBRE CALLE CHACABUCO, ESTABA DESCENDIENDO DE SU VH, Y CUANDO ABRE LA PUERTA DELANTERA IZQUIERDA, UN CICLISTA QUE VENIA CIRCULANDO SOBRE LA MISMA CALLE, IMPACTA CON EL MANURIO DE LA BICICLETA SOBRE LA PUERTA DEL CONDUCTOR, IBA UN SOLO OCUPANTE DEL SEXO FEMENINO, CON CASCO PUESTO, CAE A LA CALLE, FUE ASISTIDA EN SU MOMENTO POR TITULAR , TENIA UN RASPON EN EL CODO Y MANIFESTABA UNA MOLESTIA EN EL HOMBRO, POSTERIOR A ESTO SE LLAMO AL SAME Y POR CONTROL LA DERIVARON AL ARGERICH. TT EL MISMO DIA ESTUVO CONTACTO CON EL NOVIO DE LA TT (DARIO) QUE LE CONFIRMO QUE HABIA SALIDO TODO BIEN Y QUE NO TENIA NINGUNA LESION Y YA LE HABIAN DADO DE ALTA. SIN DESPLAZAMIENTOS

"
1120,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fnil\fcharset0 Arial;}{\f1\fswiss\fprq2\fcharset0 Calibri;}}
\viewkind4\uc1\pard\fs20 YO CIRCULABA POR SB DE PALERMO Y CUANDO IBA A DOBLAR PARA LIBERTADOR PARA DOBLAR POR AV. LIBERTADOR Y UNA BICICLETA QUE VEN\'cdA DE MI IZQUIERDA POR LIBERTADOR A MUCHA VELOCIDAD HIZO UNA MANIOBRA Y ME CHOC\'d3 EL LA PARTE TRASERA DEL AUTO (COMO SI SERIA LA PUERTA TRASERA DEL LADO IZQUIERDO GENERANDO DA\'d1OS EN LA CHAPA Y PINTURA\f1\fs22\par
\tab\par
\f0\fs20\par}","YO CIRCULABA POR SB DE PALERMO Y CUANDO IBA A DOBLAR PARA LIBERTADOR PARA DOBLAR POR AV. LIBERTADOR Y UNA BICICLETA QUE VENA DE MI IZQUIERDA POR LIBERTADOR A MUCHA VELOCIDAD HIZO UNA MANIOBRA Y ME CHOC EL LA PARTE TRASERA DEL AUTO (COMO SI SERIA LA PUERTA TRASERA DEL LADO IZQUIERDO GENERANDO DAnOS EN LA CHAPA Y PINTURA

"
1127,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\fbidis\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\ltrpar\f0\fs22 ESTACIONADO ABRO LA PUERTA DELANTERA IZQUIERDA CUANDO GOLPEO A UN CICLISTA ESTE SE CAE DE LA BICILETA NO QUISO LLAMAR A POLICIA NI AMBULANCIA,SE RETIRO POR SUS PROPIOS MEDIOS ANDANDO EN LA BICICLETA. EL ASEGURADO LA ASISTIO EN EL LUGAR PERO NO QUISO RECIBIR ATENCION MEDICA DATOS DEL TERCERO: LILIAN LATTAR BICICLETA 16522316\par
\pard\ltrpar\tab\f1\fs20\par}","ESTACIONADO ABRO LA PUERTA DELANTERA IZQUIERDA CUANDO GOLPEO A UN CICLISTA ESTE SE CAE DE LA BICILETA NO QUISO LLAMAR A POLICIA NI AMBULANCIA,SE RETIRO POR SUS PROPIOS MEDIOS ANDANDO EN LA BICICLETA. EL ASEGURADO LA ASISTIO EN EL LUGAR PERO NO QUISO RECIBIR ATENCION MEDICA DATOS DEL TERCERO: LILIAN LATTAR BICICLETA 16522316
d"
1129,AUTO - CICLISTA,,"{\rtf1\fbidis\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\ltrpar\f0\fs22 EL ASEGURADO CIRCULABA POR JOSE INGENIEROS. CUANDO DOBLA A LA IZQUIERDA, CHOCA UNA BICICLETA QUE CIRCULABA POR PEDRO DREYER. EL CICLISTA CAE AL PISO SIN PERDIDA DE CONOCIMIENTO. FUE TRASLADADO POR UN CONOCIDO. NO INTERVINO AMBULANCIA NI POLICIA.\f1\fs20\par}","EL ASEGURADO CIRCULABA POR JOSE INGENIEROS. CUANDO DOBLA A LA IZQUIERDA, CHOCA UNA BICICLETA QUE CIRCULABA POR PEDRO DREYER. EL CICLISTA CAE AL PISO SIN PERDIDA DE CONOCIMIENTO. FUE TRASLADADO POR UN CONOCIDO. NO INTERVINO AMBULANCIA NI POLICIA."
1136,AUTO - CICLISTA,COMPROMETIDA,"{\rtf1\fbidis\ansi\ansicpg1252\deff0\deflang11274{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Arial;}}
\viewkind4\uc1\pard\ltrpar\f0\fs22 VH ASEG. CIRCULANDO POR PERETE (UNA MANO) ANTES DE LLEGAR AL CRUCE CON CALLE 4, CABA, (DETRAS DE LA TERMINAL DE MICROS) APARECEN DOS BICICLETAS CIRCULANDO EN SENTIDO CONTRARIO POR PERETE, UNA DE ELLAS AL PASAR EMBISTE LA PARTE FRONTAL DERECHA DEL VH ASEG. EL COND. DE LA BICICLETA SIN CASCO CAE AL PISO, LASTIMANDOSE LA CABEZA QUE COMENZO A SANGRAR, AL VER ESTA SITUACION EL ASEG. LE CONSULTA SI NO QUIERE QUE LO LLEVE AL HTAL. PERO LA PERSONA SE NIEGA, SE LIMPIA LA HERIDA Y SIGUE SU CAMINO. ASEG. MANIFIESTA QUE EL CHICO DE LA BICICLETA ES CONOCIDO SUYO DE UNA FERIA, QUE SI BIEN NO TIENE DATOS, DE NECESITARLOS SE PUEDEN CONSEGUIR. SIN DESPLAZAMIENTOS. \par
\pard\ltrpar\tab\f1\fs20\par}","VH ASEG. CIRCULANDO POR PERETE (UNA MANO) ANTES DE LLEGAR AL CRUCE CON CALLE 4, CABA, (DETRAS DE LA TERMINAL DE MICROS) APARECEN DOS BICICLETAS CIRCULANDO EN SENTIDO CONTRARIO POR PERETE, UNA DE ELLAS AL PASAR EMBISTE LA PARTE FRONTAL DERECHA DEL VH ASEG. EL COND. DE LA BICICLETA SIN CASCO CAE AL PISO, LASTIMANDOSE LA CABEZA QUE COMENZO A SANGRAR, AL VER ESTA SITUACION EL ASEG. LE CONSULTA SI NO QUIERE QUE LO LLEVE AL HTAL. PERO LA PERSONA SE NIEGA, SE LIMPIA LA HERIDA Y SIGUE SU CAMINO. ASEG. MANIFIESTA QUE EL CHICO DE LA BICICLETA ES CONOCIDO SUYO DE UNA FERIA, QUE SI BIEN NO TIENE DATOS, DE NECESITARLOS SE PUEDEN CONSEGUIR. SIN DESPLAZAMIENTOS. 
d"
